application_id,customer_id,decision,reject_reasons,approve_amount,approve_apr,approve_term,decided_at,decision_ver,is_test_data
AP20250209000058,C00009609,REJECT,"R007,R004",\N,\N,\N,2025-02-09 19:12:02,v1,1
AP20250317000055,C00003044,APPROVE,\N,8000.00,0.17,18,2025-03-17 07:51:26,v1,1
AP20250617000030,C00006983,REJECT,R004,\N,\N,\N,2025-06-17 22:54:07,v1,1
AP20250323000035,C00006920,REJECT,R006,\N,\N,\N,2025-03-23 20:15:33,v1,1
AP20250318000050,C00005120,REJECT,"R006,R008",\N,\N,\N,2025-03-18 13:19:32,v1,1
AP20250417000043,C00007218,REJECT,"R006,R004",\N,\N,\N,2025-04-17 22:09:44,v1,1
AP20250204000062,C00006164,APPROVE,\N,20000.00,0.19,3,2025-02-04 09:39:24,v1,1
AP20250301000057,C00002949,APPROVE,\N,28210.09,0.19,18,2025-03-01 06:43:42,v1,1
AP20250423000035,C00009221,REJECT,R008,\N,\N,\N,2025-04-23 09:28:39,v1,1
AP20250327000033,C00006047,APPROVE,\N,42765.96,0.10,3,2025-03-27 10:56:36,v1,1
AP20250129000057,C00005761,REJECT,R009,\N,\N,\N,2025-01-29 20:59:26,v1,1
AP20250328000038,C00000328,REJECT,R006,\N,\N,\N,2025-03-28 12:32:32,v1,1
AP20250214000063,C00003171,APPROVE,\N,15000.00,0.15,3,2025-02-14 13:11:33,v1,1
AP20250220000073,C00006967,APPROVE,\N,8000.00,0.19,3,2025-02-20 06:51:12,v1,1
AP20250310000058,C00005432,APPROVE,\N,20000.00,0.14,24,2025-03-10 20:21:36,v1,1
AP20250301000058,C00008907,APPROVE,\N,59611.43,0.10,12,2025-03-01 13:57:32,v1,1
AP20250417000044,C00004382,REJECT,R008,\N,\N,\N,2025-04-17 21:40:12,v1,1
AP20250222000075,C00000575,REJECT,R008,\N,\N,\N,2025-02-22 11:16:55,v1,1
AP20250112000021,C00004919,REJECT,R006,\N,\N,\N,2025-01-12 15:49:49,v1,1
AP20250122000038,C00002915,REJECT,R006,\N,\N,\N,2025-01-22 21:21:35,v1,1
AP20250331000038,C00000258,APPROVE,\N,38247.35,0.13,24,2025-03-31 13:04:53,v1,1
AP20250223000072,C00006741,REJECT,R006,\N,\N,\N,2025-02-23 12:27:58,v1,1
AP20250418000037,C00004712,REJECT,R008,\N,\N,\N,2025-04-18 20:31:57,v1,1
AP20250605000031,C00002113,REJECT,R006,\N,\N,\N,2025-06-05 13:41:19,v1,1
AP20250312000060,C00005772,APPROVE,\N,2000.00,0.15,18,2025-03-12 21:42:00,v1,1
AP20250501000036,C00000865,APPROVE,\N,15000.00,0.17,18,2025-05-01 11:26:52,v1,1
AP20250429000044,C00000603,REJECT,"R006,R006",\N,\N,\N,2025-04-29 20:03:44,v1,1
AP20250226000069,C00005560,REJECT,R007,\N,\N,\N,2025-02-26 15:51:51,v1,1
AP20250118000035,C00002491,REJECT,R006,\N,\N,\N,2025-01-18 16:12:46,v1,1
AP20250608000042,C00000246,APPROVE,\N,10000.00,0.18,3,2025-06-09 23:36:45,v1,1
AP20250302000072,C00008727,REJECT,R006,\N,\N,\N,2025-03-02 10:32:47,v1,1
AP20250217000075,C00002132,REJECT,R006,\N,\N,\N,2025-02-17 14:40:44,v1,1
AP20250618000034,C00001367,APPROVE,\N,48304.71,0.15,36,2025-06-20 06:20:32,v1,1
AP20250309000061,C00001734,APPROVE,\N,7859.25,0.23,3,2025-03-09 18:10:55,v1,1
AP20250515000050,C00005821,REJECT,R008,\N,\N,\N,2025-05-15 20:21:45,v1,1
AP20250407000044,C00000350,REJECT,R006,\N,\N,\N,2025-04-07 22:54:07,v1,1
AP20250303000061,C00005118,REJECT,R006,\N,\N,\N,2025-03-03 13:37:58,v1,1
AP20250206000055,C00002290,REJECT,R006,\N,\N,\N,2025-02-06 14:27:55,v1,1
AP20250618000035,C00006549,REJECT,R006,\N,\N,\N,2025-06-18 09:59:21,v1,1
AP20250227000072,C00004132,REJECT,"R009,R006,R006",\N,\N,\N,2025-02-27 13:58:21,v1,1
AP20250311000039,C00003003,APPROVE,\N,2000.00,0.14,24,2025-03-11 12:28:52,v1,1
AP20250129000058,C00002607,APPROVE,\N,5000.00,0.21,18,2025-01-29 22:11:35,v1,1
AP20250515000051,C00005141,REJECT,R009,\N,\N,\N,2025-05-15 20:43:53,v1,1
AP20250128000046,C00004895,APPROVE,\N,1000.00,0.16,6,2025-01-28 19:13:15,v1,1
AP20250214000064,C00009755,APPROVE,\N,29040.61,0.21,12,2025-02-14 11:42:13,v1,1
AP20250514000050,C00009627,REJECT,R008,\N,\N,\N,2025-05-14 21:06:21,v1,1
AP20250527000035,C00008730,APPROVE,\N,25511.81,0.19,36,2025-05-27 14:04:08,v1,1
AP20250628000031,C00003800,REJECT,R004,\N,\N,\N,2025-06-28 21:33:54,v1,1
AP20250430000035,C00005266,REJECT,R008,\N,\N,\N,2025-04-30 08:29:38,v1,1
AP20250220000074,C00009724,REJECT,"R007,R004",\N,\N,\N,2025-02-20 16:13:57,v1,1
AP20250204000063,C00005852,APPROVE,\N,24371.95,0.20,36,2025-02-04 22:30:18,v1,1
AP20250525000046,C00000676,APPROVE,\N,8000.00,0.19,18,2025-05-25 17:47:04,v1,1
AP20250304000059,C00005541,APPROVE,\N,73422.62,0.14,6,2025-03-04 02:11:54,v1,1
AP20250503000042,C00007469,REJECT,R006,\N,\N,\N,2025-05-03 18:37:34,v1,1
AP20250215000079,C00005478,APPROVE,\N,53607.99,0.15,24,2025-02-15 21:27:36,v1,1
AP20250521000042,C00009536,APPROVE,\N,8000.00,0.23,18,2025-05-21 09:38:12,v1,1
AP20250223000073,C00003834,REJECT,R008,\N,\N,\N,2025-02-23 22:43:33,v1,1
AP20250304000060,C00002290,APPROVE,\N,8083.89,0.23,6,2025-03-04 13:23:08,v1,1
AP20250310000059,C00003172,APPROVE,\N,22987.93,0.21,24,2025-03-10 02:47:51,v1,1
AP20250517000053,C00000540,REJECT,R008,\N,\N,\N,2025-05-17 06:36:14,v1,1
AP20250314000045,C00002045,REJECT,R006,\N,\N,\N,2025-03-14 13:05:01,v1,1
AP20250514000051,C00001828,APPROVE,\N,8000.00,0.18,3,2025-05-14 14:31:17,v1,1
AP20250206000056,C00006737,APPROVE,\N,4053.77,0.24,36,2025-02-06 19:21:14,v1,1
AP20250510000047,C00008450,REJECT,R007,\N,\N,\N,2025-05-10 21:11:32,v1,1
AP20250222000076,C00006267,REJECT,"R006,R004",\N,\N,\N,2025-02-22 15:26:12,v1,1
AP20250121000035,C00005654,APPROVE,\N,15000.00,0.20,36,2025-01-21 12:49:18,v1,1
AP20250628000032,C00002692,APPROVE,\N,2000.00,0.20,3,2025-06-28 20:16:05,v1,1
AP20250225000071,C00001379,APPROVE,\N,1000.00,0.13,6,2025-02-25 13:57:47,v1,1
AP20250225000072,C00001826,APPROVE,\N,10000.00,0.18,18,2025-02-25 11:30:14,v1,1
AP20250311000040,C00005087,APPROVE,\N,5000.00,0.12,6,2025-03-11 20:44:42,v1,1
AP20250308000047,C00005862,APPROVE,\N,1000.00,0.16,12,2025-03-08 14:07:56,v1,1
AP20250618000036,C00000959,APPROVE,\N,8000.00,0.18,12,2025-06-18 14:08:40,v1,1
AP20250427000037,C00004112,APPROVE,\N,10000.00,0.19,18,2025-04-27 01:24:01,v1,1
AP20250217000076,C00009842,APPROVE,\N,10000.00,0.14,6,2025-02-17 21:12:31,v1,1
AP20250503000043,C00007891,REJECT,R004,\N,\N,\N,2025-05-03 13:56:10,v1,1
AP20250306000058,C00002141,REJECT,"R006,R006",\N,\N,\N,2025-03-06 09:40:31,v1,1
AP20250122000039,C00008854,APPROVE,\N,20000.00,0.21,6,2025-01-22 21:32:05,v1,1
AP20250222000077,C00007033,APPROVE,\N,1000.00,0.12,18,2025-02-22 21:00:20,v1,1
AP20250502000039,C00005634,APPROVE,\N,8000.00,0.17,3,2025-05-02 13:34:09,v1,1
AP20250423000036,C00003930,APPROVE,\N,22150.17,0.21,6,2025-04-23 14:13:22,v1,1
AP20250305000065,C00003552,REJECT,R004,\N,\N,\N,2025-03-05 20:25:30,v1,1
AP20250209000059,C00005298,APPROVE,\N,4433.08,0.24,6,2025-02-09 13:52:01,v1,1
AP20250609000037,C00007359,REJECT,R006,\N,\N,\N,2025-06-09 07:54:48,v1,1
AP20250517000054,C00002264,REJECT,R006,\N,\N,\N,2025-05-17 13:31:26,v1,1
AP20250123000044,C00002228,REJECT,R006,\N,\N,\N,2025-01-23 17:22:10,v1,1
AP20250114000029,C00008350,REJECT,R006,\N,\N,\N,2025-01-14 12:00:57,v1,1
AP20250306000059,C00002806,REJECT,R006,\N,\N,\N,2025-03-06 20:01:48,v1,1
AP20250603000052,C00000333,REJECT,R006,\N,\N,\N,2025-06-03 20:43:40,v1,1
AP20250324000034,C00003942,APPROVE,\N,30000.00,0.10,24,2025-03-24 23:00:48,v1,1
AP20250529000041,C00004801,APPROVE,\N,8000.00,0.17,36,2025-05-29 15:45:57,v1,1
AP20250211000086,C00007887,REJECT,R006,\N,\N,\N,2025-02-11 12:33:10,v1,1
AP20250429000045,C00002539,REJECT,R009,\N,\N,\N,2025-04-29 13:45:10,v1,1
AP20250430000036,C00005464,REJECT,R004,\N,\N,\N,2025-04-30 20:30:48,v1,1
AP20250522000044,C00000791,REJECT,R008,\N,\N,\N,2025-05-22 12:40:33,v1,1
AP20250501000037,C00005006,REJECT,R006,\N,\N,\N,2025-05-01 20:36:41,v1,1
AP20250202000074,C00008110,REJECT,R006,\N,\N,\N,2025-02-02 22:35:22,v1,1
AP20250129000059,C00004414,APPROVE,\N,2000.00,0.16,6,2025-01-29 01:36:59,v1,1
AP20250220000075,C00001841,APPROVE,\N,5000.00,0.18,36,2025-02-20 13:07:32,v1,1
AP20250417000045,C00008913,APPROVE,\N,20000.00,0.17,12,2025-04-17 23:11:03,v1,1
AP20250423000037,C00001437,APPROVE,\N,20000.00,0.18,6,2025-04-23 13:38:17,v1,1
AP20250627000030,C00000641,APPROVE,\N,5000.00,0.16,6,2025-06-27 20:12:48,v1,1
AP20250302000073,C00004851,APPROVE,\N,8000.00,0.14,6,2025-03-02 22:50:02,v1,1
AP20250128000047,C00002070,REJECT,R008,\N,\N,\N,2025-01-28 22:27:09,v1,1
AP20250603000053,C00006315,REJECT,R006,\N,\N,\N,2025-06-03 14:34:52,v1,1
AP20250502000040,C00006419,APPROVE,\N,15000.00,0.21,6,2025-05-02 18:35:06,v1,1
AP20250322000035,C00001300,APPROVE,\N,4248.57,0.24,12,2025-03-22 21:55:34,v1,1
AP20250421000034,C00001931,APPROVE,\N,49749.62,0.13,12,2025-04-21 20:38:22,v1,1
AP20250210000071,C00006793,APPROVE,\N,5000.00,0.22,36,2025-02-10 17:23:15,v1,1
AP20250117000036,C00009763,REJECT,R004,\N,\N,\N,2025-01-17 14:56:53,v1,1
AP20250205000052,C00004700,REJECT,R006,\N,\N,\N,2025-02-05 19:49:15,v1,1
AP20250510000048,C00008798,REJECT,R009,\N,\N,\N,2025-05-10 12:52:50,v1,1
AP20250521000043,C00009415,REJECT,"R009,R006,R006",\N,\N,\N,2025-05-21 11:05:25,v1,1
AP20250310000060,C00007017,APPROVE,\N,2000.00,0.21,18,2025-03-10 16:57:54,v1,1
AP20250520000060,C00004882,APPROVE,\N,8000.00,0.11,36,2025-05-20 11:46:37,v1,1
AP20250625000040,C00009642,APPROVE,\N,8000.00,0.10,6,2025-06-25 17:30:16,v1,1
AP20250523000053,C00007723,APPROVE,\N,2000.00,0.16,18,2025-05-23 13:57:06,v1,1
AP20250327000034,C00005895,APPROVE,\N,20000.00,0.19,6,2025-03-27 20:08:50,v1,1
AP20250205000053,C00009074,REJECT,"R006,R004",\N,\N,\N,2025-02-05 13:52:03,v1,1
AP20250603000054,C00007867,REJECT,R006,\N,\N,\N,2025-06-03 13:43:42,v1,1
AP20250209000060,C00006873,APPROVE,\N,44971.42,0.18,36,2025-02-09 21:08:23,v1,1
AP20250303000062,C00007333,APPROVE,\N,2000.00,0.19,3,2025-03-03 17:51:28,v1,1
AP20250615000035,C00007362,REJECT,R008,\N,\N,\N,2025-06-15 20:40:40,v1,1
AP20250216000070,C00006631,REJECT,R008,\N,\N,\N,2025-02-16 13:12:10,v1,1
AP20250215000080,C00009701,REJECT,R006,\N,\N,\N,2025-02-15 23:01:46,v1,1
AP20250323000036,C00004797,APPROVE,\N,22420.62,0.21,3,2025-03-23 14:39:39,v1,1
AP20250518000045,C00004618,REJECT,R006,\N,\N,\N,2025-05-18 06:41:31,v1,1
AP20250606000046,C00003971,APPROVE,\N,8000.00,0.15,3,2025-06-06 11:19:59,v1,1
AP20250129000060,C00006069,APPROVE,\N,5000.00,0.19,24,2025-01-29 15:33:47,v1,1
AP20250531000048,C00006946,APPROVE,\N,15000.00,0.15,3,2025-05-31 18:53:01,v1,1
AP20250220000076,C00008469,REJECT,R004,\N,\N,\N,2025-02-20 10:24:54,v1,1
AP20250415000032,C00007279,REJECT,R008,\N,\N,\N,2025-04-15 19:20:04,v1,1
AP20250314000046,C00005181,REJECT,R008,\N,\N,\N,2025-03-14 20:09:02,v1,1
AP20250217000077,C00008715,APPROVE,\N,15000.00,0.18,3,2025-02-17 20:17:18,v1,1
AP20250407000045,C00005896,REJECT,R004,\N,\N,\N,2025-04-07 01:10:28,v1,1
AP20250301000059,C00000992,REJECT,R008,\N,\N,\N,2025-03-01 14:04:57,v1,1
AP20250605000032,C00006175,REJECT,R006,\N,\N,\N,2025-06-05 00:35:01,v1,1
AP20250312000061,C00002427,REJECT,R009,\N,\N,\N,2025-03-12 19:36:11,v1,1
AP20250128000048,C00009342,REJECT,R006,\N,\N,\N,2025-01-28 09:07:20,v1,1
AP20250522000045,C00003027,REJECT,R008,\N,\N,\N,2025-05-22 19:21:50,v1,1
AP20250603000055,C00009070,APPROVE,\N,37583.93,0.15,36,2025-06-03 00:46:45,v1,1
AP20250215000081,C00003775,REJECT,R006,\N,\N,\N,2025-02-15 17:52:56,v1,1
AP20250409000042,C00000598,APPROVE,\N,30000.00,0.12,24,2025-04-09 23:34:26,v1,1
AP20250218000093,C00002228,APPROVE,\N,8000.00,0.13,18,2025-02-18 12:37:25,v1,1
AP20250215000082,C00002951,REJECT,"R009,R006,R006",\N,\N,\N,2025-02-15 22:54:59,v1,1
AP20250310000061,C00002417,APPROVE,\N,2000.00,0.23,24,2025-03-10 21:08:01,v1,1
AP20250425000049,C00004363,APPROVE,\N,9124.79,0.24,36,2025-04-25 20:52:21,v1,1
AP20250329000038,C00003636,APPROVE,\N,2000.00,0.20,24,2025-03-29 00:23:31,v1,1
AP20250207000066,C00008163,REJECT,R004,\N,\N,\N,2025-02-07 12:29:22,v1,1
AP20250621000043,C00009608,APPROVE,\N,2000.00,0.16,12,2025-06-21 22:49:17,v1,1
AP20250127000060,C00001744,REJECT,R008,\N,\N,\N,2025-01-27 22:13:24,v1,1
AP20250308000048,C00002791,REJECT,R006,\N,\N,\N,2025-03-08 18:20:07,v1,1
AP20250210000072,C00006119,APPROVE,\N,38461.07,0.15,36,2025-02-10 01:47:03,v1,1
AP20250217000078,C00006297,REJECT,R004,\N,\N,\N,2025-02-17 14:03:33,v1,1
AP20250127000061,C00005386,APPROVE,\N,1000.00,0.18,6,2025-01-27 21:50:29,v1,1
AP20250517000055,C00001741,REJECT,R006,\N,\N,\N,2025-05-17 11:04:22,v1,1
AP20250414000032,C00007387,REJECT,R004,\N,\N,\N,2025-04-14 18:08:39,v1,1
AP20250314000047,C00006341,APPROVE,\N,5000.00,0.14,36,2025-03-14 18:26:05,v1,1
AP20250309000062,C00000361,REJECT,R004,\N,\N,\N,2025-03-09 12:28:43,v1,1
AP20250507000057,C00004363,APPROVE,\N,2000.00,0.16,18,2025-05-07 22:51:26,v1,1
AP20250418000038,C00000252,APPROVE,\N,1000.00,0.22,12,2025-04-18 14:08:39,v1,1
AP20250210000073,C00001092,REJECT,R006,\N,\N,\N,2025-02-10 09:51:30,v1,1
AP20250624000032,C00000089,REJECT,"R009,R008,R006",\N,\N,\N,2025-06-24 21:09:09,v1,1
AP20250315000044,C00008704,APPROVE,\N,15000.00,0.17,12,2025-03-15 17:58:26,v1,1
AP20250216000071,C00000262,REJECT,R007,\N,\N,\N,2025-02-16 13:21:22,v1,1
AP20250301000060,C00007710,REJECT,R004,\N,\N,\N,2025-03-01 01:16:17,v1,1
AP20250119000040,C00002220,APPROVE,\N,15000.00,0.16,36,2025-01-19 13:42:40,v1,1
AP20250222000078,C00003656,APPROVE,\N,51100.70,0.15,12,2025-02-22 22:58:23,v1,1
AP20250316000039,C00000506,REJECT,R006,\N,\N,\N,2025-03-16 11:24:15,v1,1
AP20250406000038,C00000949,APPROVE,\N,8000.00,0.12,24,2025-04-06 12:50:02,v1,1
AP20250518000046,C00006195,APPROVE,\N,5000.00,0.20,24,2025-05-18 13:30:45,v1,1
AP20250213000085,C00009132,REJECT,R006,\N,\N,\N,2025-02-13 23:23:39,v1,1
AP20250216000072,C00008719,REJECT,R006,\N,\N,\N,2025-02-16 09:23:18,v1,1
AP20250421000035,C00003248,APPROVE,\N,1000.00,0.13,6,2025-04-21 11:50:08,v1,1
AP20250302000074,C00008250,REJECT,R006,\N,\N,\N,2025-03-02 22:53:49,v1,1
AP20250611000051,C00007103,REJECT,R006,\N,\N,\N,2025-06-11 21:55:42,v1,1
AP20250203000085,C00003393,REJECT,"R009,R006",\N,\N,\N,2025-02-03 22:54:09,v1,1
AP20250501000038,C00006138,REJECT,R006,\N,\N,\N,2025-05-01 18:32:22,v1,1
AP20250315000045,C00003712,APPROVE,\N,50000.00,0.18,3,2025-03-15 13:38:20,v1,1
AP20250604000037,C00006478,APPROVE,\N,1000.00,0.18,24,2025-06-04 13:55:40,v1,1
AP20250226000070,C00000812,REJECT,R006,\N,\N,\N,2025-02-26 16:37:20,v1,1
AP20250525000047,C00000324,REJECT,R007,\N,\N,\N,2025-05-25 02:59:37,v1,1
AP20250522000046,C00005141,REJECT,R009,\N,\N,\N,2025-05-22 21:31:31,v1,1
AP20250320000040,C00004114,APPROVE,\N,1000.00,0.16,6,2025-03-20 12:39:38,v1,1
AP20250226000071,C00009444,APPROVE,\N,8000.00,0.16,36,2025-02-26 09:48:07,v1,1
AP20250213000086,C00001958,APPROVE,\N,1000.00,0.24,6,2025-02-13 13:32:03,v1,1
AP20250605000033,C00004609,APPROVE,\N,8000.00,0.17,3,2025-06-05 20:37:58,v1,1
AP20250323000037,C00009450,APPROVE,\N,20000.00,0.18,24,2025-03-23 22:31:03,v1,1
AP20250306000060,C00001659,APPROVE,\N,20000.00,0.11,12,2025-03-06 13:00:52,v1,1
AP20250213000087,C00001343,REJECT,R006,\N,\N,\N,2025-02-13 12:22:22,v1,1
AP20250320000041,C00004976,REJECT,"R006,R004",\N,\N,\N,2025-03-20 12:08:17,v1,1
AP20250515000052,C00009880,REJECT,R006,\N,\N,\N,2025-05-15 13:11:09,v1,1
AP20250409000043,C00003736,APPROVE,\N,10000.00,0.18,12,2025-04-09 21:09:00,v1,1
AP20250323000038,C00006497,APPROVE,\N,15000.00,0.11,3,2025-03-23 22:52:50,v1,1
AP20250330000032,C00003776,APPROVE,\N,45067.81,0.13,6,2025-03-30 12:24:01,v1,1
AP20250522000047,C00000573,APPROVE,\N,1000.00,0.17,36,2025-05-22 22:00:39,v1,1
AP20250323000039,C00005597,APPROVE,\N,1000.00,0.22,6,2025-03-23 10:03:19,v1,1
AP20250619000042,C00008182,APPROVE,\N,67649.71,0.11,12,2025-06-19 13:16:24,v1,1
AP20250302000075,C00000192,REJECT,R006,\N,\N,\N,2025-03-02 15:31:23,v1,1
AP20250204000064,C00007475,APPROVE,\N,2000.00,0.15,36,2025-02-04 20:49:08,v1,1
AP20250527000036,C00001608,REJECT,R004,\N,\N,\N,2025-05-27 16:46:08,v1,1
AP20250324000035,C00004572,APPROVE,\N,5000.00,0.17,24,2025-03-24 22:48:31,v1,1
AP20250224000065,C00009003,REJECT,R007,\N,\N,\N,2025-02-24 12:31:25,v1,1
AP20250203000086,C00005735,REJECT,R006,\N,\N,\N,2025-02-03 12:49:22,v1,1
AP20250409000044,C00003345,REJECT,R006,\N,\N,\N,2025-04-09 21:26:20,v1,1
AP20250320000042,C00006212,APPROVE,\N,50000.00,0.11,24,2025-03-20 22:39:08,v1,1
AP20250528000039,C00008546,APPROVE,\N,2000.00,0.17,6,2025-05-28 12:43:20,v1,1
AP20250308000049,C00001664,APPROVE,\N,30000.00,0.14,12,2025-03-08 21:14:56,v1,1
AP20250215000083,C00003030,REJECT,"R009,R006,R006",\N,\N,\N,2025-02-15 07:59:39,v1,1
AP20250429000046,C00007175,REJECT,R004,\N,\N,\N,2025-04-29 12:14:38,v1,1
AP20250512000045,C00002404,REJECT,R008,\N,\N,\N,2025-05-12 21:33:27,v1,1
AP20250224000066,C00008648,REJECT,R004,\N,\N,\N,2025-02-24 14:59:01,v1,1
AP20250117000037,C00007985,REJECT,"R007,R006,R006",\N,\N,\N,2025-01-17 11:56:37,v1,1
AP20250606000047,C00007878,REJECT,"R006,R006",\N,\N,\N,2025-06-06 20:33:07,v1,1
AP20250505000041,C00001956,APPROVE,\N,8000.00,0.12,6,2025-05-05 08:58:26,v1,1
AP20250525000048,C00002717,REJECT,R004,\N,\N,\N,2025-05-25 22:35:37,v1,1
AP20250409000045,C00001328,REJECT,R006,\N,\N,\N,2025-04-09 22:11:55,v1,1
AP20250209000061,C00005137,REJECT,R006,\N,\N,\N,2025-02-09 22:29:13,v1,1
AP20250201000049,C00005918,APPROVE,\N,50000.00,0.13,36,2025-02-01 19:57:30,v1,1
AP20250125000042,C00002786,APPROVE,\N,5000.00,0.14,12,2025-01-25 12:59:11,v1,1
AP20250212000077,C00004410,APPROVE,\N,2000.00,0.17,18,2025-02-12 14:14:11,v1,1
AP20250413000035,C00008436,REJECT,R004,\N,\N,\N,2025-04-13 21:55:49,v1,1
AP20250323000040,C00002940,REJECT,R006,\N,\N,\N,2025-03-23 18:46:07,v1,1
AP20250224000067,C00000343,REJECT,R006,\N,\N,\N,2025-02-24 21:13:38,v1,1
AP20250616000044,C00008205,REJECT,R006,\N,\N,\N,2025-06-16 01:00:39,v1,1
AP20250525000049,C00002822,APPROVE,\N,5000.00,0.11,36,2025-05-25 13:02:48,v1,1
AP20250320000043,C00004658,APPROVE,\N,5000.00,0.12,6,2025-03-20 20:56:54,v1,1
AP20250227000073,C00005029,REJECT,"R009,R006,R006",\N,\N,\N,2025-02-27 21:40:02,v1,1
AP20250222000079,C00004811,APPROVE,\N,15000.00,0.19,12,2025-02-22 20:34:41,v1,1
AP20250605000034,C00009241,APPROVE,\N,2000.00,0.17,18,2025-06-05 21:54:34,v1,1
AP20250303000063,C00006048,APPROVE,\N,10000.00,0.17,12,2025-03-03 22:18:26,v1,1
AP20250620000049,C00006529,APPROVE,\N,10000.00,0.15,6,2025-06-20 14:10:16,v1,1
AP20250217000079,C00006056,REJECT,R007,\N,\N,\N,2025-02-17 00:57:44,v1,1
AP20250205000054,C00003424,APPROVE,\N,5000.00,0.17,24,2025-02-05 20:35:37,v1,1
AP20250416000036,C00005331,APPROVE,\N,10000.00,0.12,12,2025-04-16 18:12:35,v1,1
AP20250502000041,C00003533,APPROVE,\N,3686.08,0.24,12,2025-05-02 12:17:31,v1,1
AP20250418000039,C00004742,APPROVE,\N,20000.00,0.22,24,2025-04-18 09:19:21,v1,1
AP20250209000062,C00003172,REJECT,R007,\N,\N,\N,2025-02-09 16:52:52,v1,1
AP20250511000041,C00007133,APPROVE,\N,5000.00,0.14,3,2025-05-11 22:49:37,v1,1
AP20250220000077,C00008103,REJECT,R006,\N,\N,\N,2025-02-20 12:51:36,v1,1
AP20250209000063,C00004549,REJECT,R006,\N,\N,\N,2025-02-09 21:10:47,v1,1
AP20250125000043,C00001843,REJECT,R006,\N,\N,\N,2025-01-25 23:51:21,v1,1
AP20250302000076,C00006360,APPROVE,\N,1000.00,0.11,18,2025-03-02 12:58:13,v1,1
AP20250604000038,C00004718,REJECT,R009,\N,\N,\N,2025-06-04 22:28:20,v1,1
AP20250215000084,C00002458,REJECT,R008,\N,\N,\N,2025-02-15 20:21:33,v1,1
AP20250309000063,C00002103,APPROVE,\N,23889.88,0.21,12,2025-03-09 01:17:16,v1,1
AP20250217000080,C00004282,APPROVE,\N,15000.00,0.19,36,2025-02-17 21:56:55,v1,1
AP20250506000045,C00009489,REJECT,R004,\N,\N,\N,2025-05-06 12:55:21,v1,1
AP20250628000033,C00001614,REJECT,R008,\N,\N,\N,2025-06-28 18:14:14,v1,1
AP20250521000044,C00003981,REJECT,R006,\N,\N,\N,2025-05-21 16:15:17,v1,1
AP20250309000064,C00007988,APPROVE,\N,15000.00,0.14,3,2025-03-09 20:39:33,v1,1
AP20250527000037,C00002750,APPROVE,\N,7820.53,0.24,6,2025-05-27 22:50:54,v1,1
AP20250314000048,C00001282,APPROVE,\N,43431.12,0.12,12,2025-03-14 13:13:25,v1,1
AP20250211000087,C00003635,APPROVE,\N,20000.00,0.16,18,2025-02-11 10:54:05,v1,1
AP20250428000035,C00002897,APPROVE,\N,15000.00,0.21,18,2025-04-28 12:56:55,v1,1
AP20250526000036,C00008128,REJECT,"R006,R006",\N,\N,\N,2025-05-26 20:27:50,v1,1
AP20250407000046,C00001112,APPROVE,\N,5000.00,0.17,18,2025-04-07 16:32:25,v1,1
AP20250317000056,C00008707,APPROVE,\N,1000.00,0.17,18,2025-03-17 14:33:04,v1,1
AP20250512000046,C00008888,REJECT,R006,\N,\N,\N,2025-05-12 21:59:23,v1,1
AP20250221000083,C00004482,APPROVE,\N,27537.23,0.21,18,2025-02-21 12:01:52,v1,1
AP20250109000014,C00009777,REJECT,R006,\N,\N,\N,2025-01-09 08:08:12,v1,1
AP20250203000087,C00006590,APPROVE,\N,2000.00,0.21,18,2025-02-03 12:40:17,v1,1
AP20250617000031,C00009955,REJECT,"R009,R006,R006",\N,\N,\N,2025-06-17 20:15:17,v1,1
AP20250304000061,C00001504,APPROVE,\N,10000.00,0.16,24,2025-03-04 10:21:00,v1,1
AP20250125000044,C00009611,APPROVE,\N,1000.00,0.14,24,2025-01-25 12:32:16,v1,1
AP20250225000073,C00003840,REJECT,R006,\N,\N,\N,2025-02-25 12:26:10,v1,1
AP20250305000066,C00005121,APPROVE,\N,15000.00,0.20,3,2025-03-05 21:49:24,v1,1
AP20250507000058,C00009415,REJECT,"R009,R006,R006",\N,\N,\N,2025-05-07 20:58:12,v1,1
AP20250617000032,C00008951,APPROVE,\N,42596.22,0.11,12,2025-06-17 17:01:16,v1,1
AP20250320000044,C00007620,REJECT,R006,\N,\N,\N,2025-03-20 21:01:19,v1,1
AP20250614000038,C00007364,APPROVE,\N,24831.27,0.18,18,2025-06-14 12:20:31,v1,1
AP20250203000088,C00008195,APPROVE,\N,10000.00,0.11,24,2025-02-03 13:48:27,v1,1
AP20250604000039,C00000333,REJECT,R006,\N,\N,\N,2025-06-04 02:32:53,v1,1
AP20250305000067,C00009943,REJECT,R009,\N,\N,\N,2025-03-05 19:18:02,v1,1
AP20250409000046,C00004786,REJECT,"R009,R004",\N,\N,\N,2025-04-09 00:29:17,v1,1
AP20250605000035,C00000303,APPROVE,\N,15000.00,0.16,12,2025-06-05 20:14:57,v1,1
AP20250521000045,C00005520,REJECT,"R008,R004",\N,\N,\N,2025-05-21 20:34:50,v1,1
AP20250521000046,C00005013,REJECT,R006,\N,\N,\N,2025-05-21 21:57:33,v1,1
AP20250415000033,C00005667,REJECT,R008,\N,\N,\N,2025-04-15 09:11:54,v1,1
AP20250205000055,C00006698,APPROVE,\N,8000.00,0.13,36,2025-02-05 22:28:09,v1,1
